Kürzel,/thyssenkrupp-aktie,/thyssenkrupp-aktie
Datum,ThyssenKrupp,ThyssenKrupp
08.05.07,08.05.07,"41,67"
07.05.07,07.05.07,"42,08"
04.05.07,04.05.07,"41,34"
03.05.07,03.05.07,"41,07"
02.05.07,02.05.07,"40,68"
01.05.07,01.05.07,"39,59"
30.04.07,30.04.07,"39,59"
27.04.07,27.04.07,"39,32"
26.04.07,26.04.07,"39,07"
25.04.07,25.04.07,"39,06"
24.04.07,24.04.07,"38,71"
23.04.07,23.04.07,"39,14"
20.04.07,20.04.07,"39,25"
19.04.07,19.04.07,"38,53"
18.04.07,18.04.07,"38,86"
17.04.07,17.04.07,"39,21"
16.04.07,16.04.07,"39,42"
13.04.07,13.04.07,"38,92"
12.04.07,12.04.07,"38,81"
11.04.07,11.04.07,"37,83"
10.04.07,10.04.07,"37,87"
09.04.07,09.04.07,"37,58"
06.04.07,06.04.07,"37,58"
05.04.07,05.04.07,"37,58"
04.04.07,04.04.07,"37,91"
03.04.07,03.04.07,"37,40"
02.04.07,02.04.07,"37,06"
30.03.07,30.03.07,"37,04"
29.03.07,29.03.07,"36,86"
28.03.07,28.03.07,"35,96"
27.03.07,27.03.07,"36,55"
26.03.07,26.03.07,"36,60"
23.03.07,23.03.07,"36,40"
22.03.07,22.03.07,"36,37"
21.03.07,21.03.07,"36,30"
20.03.07,20.03.07,"35,67"
19.03.07,19.03.07,"35,34"
16.03.07,16.03.07,"34,93"
15.03.07,15.03.07,"36,15"
14.03.07,14.03.07,"35,28"
13.03.07,13.03.07,"36,65"
12.03.07,12.03.07,"37,12"
09.03.07,09.03.07,"37,43"
08.03.07,08.03.07,"37,79"
07.03.07,07.03.07,"37,07"
06.03.07,06.03.07,"36,48"
05.03.07,05.03.07,"35,97"
02.03.07,02.03.07,"37,01"
01.03.07,01.03.07,"37,26"
28.02.07,28.02.07,"37,05"
27.02.07,27.02.07,"37,10"
26.02.07,26.02.07,"39,06"
23.02.07,23.02.07,"38,83"
22.02.07,22.02.07,"39,17"
21.02.07,21.02.07,"38,96"
20.02.07,20.02.07,"39,38"
19.02.07,19.02.07,"39,49"
16.02.07,16.02.07,"39,15"
15.02.07,15.02.07,"39,30"
14.02.07,14.02.07,"38,79"
13.02.07,13.02.07,"36,40"
12.02.07,12.02.07,"36,39"
09.02.07,09.02.07,"36,40"
08.02.07,08.02.07,"36,33"
07.02.07,07.02.07,"36,79"
06.02.07,06.02.07,"36,00"
05.02.07,05.02.07,"36,36"
02.02.07,02.02.07,"36,54"
01.02.07,01.02.07,"36,77"
31.01.07,31.01.07,"36,21"
30.01.07,30.01.07,"35,77"
29.01.07,29.01.07,"35,37"
26.01.07,26.01.07,"35,19"
25.01.07,25.01.07,"35,59"
24.01.07,24.01.07,"35,52"
23.01.07,23.01.07,"34,69"
22.01.07,22.01.07,"35,01"
19.01.07,19.01.07,"36,08"
18.01.07,18.01.07,"36,29"
17.01.07,17.01.07,"35,93"
16.01.07,16.01.07,"36,06"
15.01.07,15.01.07,"35,72"
12.01.07,12.01.07,"35,08"
11.01.07,11.01.07,"34,35"
10.01.07,10.01.07,"33,30"
09.01.07,09.01.07,"33,93"
08.01.07,08.01.07,"34,41"
05.01.07,05.01.07,"34,54"
04.01.07,04.01.07,"34,73"
03.01.07,03.01.07,"35,96"
02.01.07,02.01.07,"36,69"
01.01.07,01.01.07,"35,69"
29.12.06,29.12.06,"35,69"
28.12.06,28.12.06,"35,42"
27.12.06,27.12.06,"35,26"
26.12.06,26.12.06,"34,31"
25.12.06,25.12.06,"34,31"
22.12.06,22.12.06,"34,31"
21.12.06,21.12.06,"34,66"
20.12.06,20.12.06,"34,57"
19.12.06,19.12.06,"33,27"
18.12.06,18.12.06,"33,61"
15.12.06,15.12.06,"32,93"
14.12.06,14.12.06,"32,75"
13.12.06,13.12.06,"32,39"
12.12.06,12.12.06,"31,85"
11.12.06,11.12.06,"32,13"
08.12.06,08.12.06,"31,57"
07.12.06,07.12.06,"31,86"
06.12.06,06.12.06,"30,71"
05.12.06,05.12.06,"30,31"
04.12.06,04.12.06,"29,23"
01.12.06,01.12.06,"28,74"
30.11.06,30.11.06,"29,14"
29.11.06,29.11.06,"28,84"
28.11.06,28.11.06,"28,49"
27.11.06,27.11.06,"28,37"
24.11.06,24.11.06,"29,13"
23.11.06,23.11.06,"29,03"
22.11.06,22.11.06,"29,08"
21.11.06,21.11.06,"28,84"
20.11.06,20.11.06,"28,60"
17.11.06,17.11.06,"28,65"
16.11.06,16.11.06,"29,05"
15.11.06,15.11.06,"29,33"
14.11.06,14.11.06,"29,18"
13.11.06,13.11.06,"29,40"
10.11.06,10.11.06,"29,44"
09.11.06,09.11.06,"29,43"
08.11.06,08.11.06,"29,70"
07.11.06,07.11.06,"29,75"
06.11.06,06.11.06,"29,86"
03.11.06,03.11.06,"29,30"
02.11.06,02.11.06,"29,34"
01.11.06,01.11.06,"29,85"
31.10.06,31.10.06,"29,08"
30.10.06,30.10.06,"29,55"
27.10.06,27.10.06,"30,12"
26.10.06,26.10.06,"30,82"
25.10.06,25.10.06,"29,99"
24.10.06,24.10.06,"28,81"
23.10.06,23.10.06,"28,68"
20.10.06,20.10.06,"28,44"
19.10.06,19.10.06,"28,00"
18.10.06,18.10.06,"28,06"
17.10.06,17.10.06,"27,63"
16.10.06,16.10.06,"28,16"
13.10.06,13.10.06,"27,85"
12.10.06,12.10.06,"27,88"
11.10.06,11.10.06,"27,70"
10.10.06,10.10.06,"27,81"
09.10.06,09.10.06,"27,92"
06.10.06,06.10.06,"27,86"
05.10.06,05.10.06,"27,18"
04.10.06,04.10.06,"26,24"
03.10.06,03.10.06,"26,19"
02.10.06,02.10.06,"26,66"
29.09.06,29.09.06,"26,57"
28.09.06,28.09.06,"26,60"
27.09.06,27.09.06,"26,48"
26.09.06,26.09.06,"26,02"
25.09.06,25.09.06,"25,39"
22.09.06,22.09.06,"26,12"
21.09.06,21.09.06,"26,38"
20.09.06,20.09.06,"26,44"
19.09.06,19.09.06,"26,21"
18.09.06,18.09.06,"26,58"
15.09.06,15.09.06,"26,40"
14.09.06,14.09.06,"25,99"
13.09.06,13.09.06,"26,12"
12.09.06,12.09.06,"25,92"
11.09.06,11.09.06,"26,21"
08.09.06,08.09.06,"26,53"
07.09.06,07.09.06,"26,56"
06.09.06,06.09.06,"26,74"
05.09.06,05.09.06,"27,25"
04.09.06,04.09.06,"27,35"
01.09.06,01.09.06,"26,99"
31.08.06,31.08.06,"26,58"
30.08.06,30.08.06,"26,64"
29.08.06,29.08.06,"26,07"
28.08.06,28.08.06,"26,22"
25.08.06,25.08.06,"25,94"
24.08.06,24.08.06,"25,69"
23.08.06,23.08.06,"26,13"
22.08.06,22.08.06,"26,80"
21.08.06,21.08.06,"26,40"
18.08.06,18.08.06,"26,82"
17.08.06,17.08.06,"27,18"
16.08.06,16.08.06,"27,19"
15.08.06,15.08.06,"26,55"
14.08.06,14.08.06,"26,61"
11.08.06,11.08.06,"26,10"
10.08.06,10.08.06,"28,27"
09.08.06,09.08.06,"28,14"
08.08.06,08.08.06,"27,99"
07.08.06,07.08.06,"27,65"
04.08.06,04.08.06,"27,94"
03.08.06,03.08.06,"27,62"
02.08.06,02.08.06,"27,76"
01.08.06,01.08.06,"27,20"
31.07.06,31.07.06,"27,40"
28.07.06,28.07.06,"27,15"
27.07.06,27.07.06,"27,23"
26.07.06,26.07.06,"26,53"
25.07.06,25.07.06,"25,92"
24.07.06,24.07.06,"25,86"
21.07.06,21.07.06,"25,71"
20.07.06,20.07.06,"26,84"
19.07.06,19.07.06,"26,37"
18.07.06,18.07.06,"25,54"
17.07.06,17.07.06,"26,25"
14.07.06,14.07.06,"26,56"
13.07.06,13.07.06,"27,10"
12.07.06,12.07.06,"28,05"
11.07.06,11.07.06,"27,69"
10.07.06,10.07.06,"28,34"
07.07.06,07.07.06,"28,31"
06.07.06,06.07.06,"27,66"
05.07.06,05.07.06,"27,60"
04.07.06,04.07.06,"28,64"
03.07.06,03.07.06,"27,60"
